id,slangs
1060022131654909952,{'sen.'}
1060021263719194624,"{'fo', '…'}"
1060019982078230529,"{'democ', '…'}"
1060019821612556289,"{'k', '…'}"
1060019662438711297,"{'republi', '…'}"
1060018857329483776,{':'}
1060016700941365248,{':'}
1060010619070484480,{'…'}
1060005621095956481,{':'}
1059999759245688832,{'…'}
1059998248486744064,{':'}
1059997219535888386,{'ok'}
1059995114964160513,"{'…', 'sen'}"
1059992444924841984,"{'…', 't'}"
1059983726120259584,{':'}
1059983448016863237,{':'}
1059980403904335877,"{'chann', '…'}"
1059971444371869696,{':'}
1059970029121425409,"{':', 'rt'}"
1059958569326600201,"{'chann', '…'}"
1059953025429716997,"{'resu', '…'}"
1059949455628214273,"{'electio', '…', ':'}"
1059937649379676160,{':'}
1059929046686015492,"{'…', 't', ':'}"
1059925826253348869,"{':', 'rt'}"
1059924827547619328,"{':', 'rt'}"
1059919847293890560,{':'}
1059905753409036289,{':'}
1059901909614637056,"{':', 'rt'}"
1059882337134092288,{':'}
1059875564499144706,{':'}
1059845363928944640,{'ag'}
1059838724580823042,"{':', 'rt'}"
1059834000670425089,"{'…', 'in-dep'}"
1059829006336487424,{':'}
1059822717631975424,{':'}
1059821163394797570,"{':', 'rt'}"
1059819539083522048,"{':', 'rt'}"
1059819337358495744,"{':', 'rt'}"
1059817415012466690,"{':', 'rt'}"
1059811269505679361,"{'→', ':', 'rt'}"
1059811249767243777,"{'→', ':', 'rt'}"
1059811165512048642,"{'-by', ':', 'rt'}"
1059811074512486401,"{':', 'rt'}"
1059811011274948610,"{':', 'rt'}"
1059807614878523392,{':'}
1059805750548160512,{':'}
1059804832284979200,{':'}
1059800527234613248,"{':', '…', 'wi'}"
1059800065064255490,{'…'}
1059791257319301120,"{'…', ':', 'g'}"
1059780270256254977,{':'}
1059760051856932864,{':'}
1059758289771065349,{'…'}
1059755773344055296,{':'}
1059753508423917569,"{'capa', '…'}"
1059752254872449024,"{'…', 'th'}"
1059748475523469312,{':'}
1059742183996026880,"{'…', ':'}"
1059737150529433600,{':'}
1059732119688302592,"{'…', 'il'}"
1059722051097812993,{':'}
1059711984676061184,{':'}
1059706951381274624,{':'}
1135555860611117056,"{'recen', '…'}"
1135553683788353536,{'…'}
1135547202972131330,"{'ch', '…', 'ju'}"
1135544035500802049,"{'…', 't'}"
1135541239934332928,{'…'}
1135537168850542595,{'…'}
1135522802256289792,"{'l', '…'}"
1135513940115562496,"{':', 'rt'}"
1135510036959178752,{':'}
1135509203433545728,"{':', 'rt'}"
1135504660226355200,{':'}
1135501614003949569,"{':', 'rt'}"
1135486543337021440,{':'}
1135479472222810112,"{':', 'rt'}"
1135441498181443584,"{'blah', ':'}"
1135411289893855232,{':'}
1135396460370059265,{':'}
1135381357436293120,"{'blah', ':'}"
1135366020795969537,"{'well', ':', 'rt'}"
1135362818067312641,"{':', 'rt'}"
1135362017588649995,"{':', 'rt'}"
1135359843546619904,"{':', 'rt'}"
1135354283078180865,"{':', 'rt'}"
1135336795758047233,"{'…', ':', 'h'}"
1135335560673992705,{':'}
1135328001938399232,{'…'}
1135309113099923457,{':'}
1135290503237447681,{':'}
1135278411235123200,"{'…', ':', 'h'}"
1135275152403509248,{':'}
1135270609326231552,{':'}
1135254774436311040,"{'p', '…', ':'}"
1135249257362001921,{'…'}
1135245200627048448,{':'}
1135230369379299329,{':'}
1135217258102497280,"{'…', ':', 'h'}"
1135216029934792704,"{'ch', '…', 'ju'}"
1135206481509453826,{'bla'}
1135205381586771969,{'…'}
1135202426858942465,"{'ch', '…', 'ju'}"
1135188553640681472,"{':', 'rt'}"
1135186059078361088,"{':', 'rt'}"
1135156865669697536,"{':', 'rt'}"
1135132220467941376,"{'blah', ':'}"
1135124159850274817,{':'}
1135102017465139201,{'…'}
1135086419687477248,{':'}
1135003874677448704,{':'}
1134999516409683968,"{':', 'rt'}"
1134998692551888896,"{':', 'rt'}"
1134993126781853696,"{'…', ':', 'rep.', 'fr', 'rt'}"
1134960314821165056,"{'ha', ':'}"
1134958821191966722,{':'}
1134950761975222272,{'here’…'}
1134946725645496320,{':'}
1134943470307676162,"{'klobuchar', 'sen.'}"
1134923808975073280,"{':', 'rt'}"
1134916526379819008,{':'}
1134900528968847360,"{':', 'rt'}"
1134890874016555013,"{'…', 's'}"
1134883060284121089,"{'…', 's'}"
1134871250977861632,{'…'}
1134871228269965313,"{'ha', ':'}"
1134865704715468807,{':'}
1134856128485978114,{':'}
1134852642964934656,{':'}
1134839889948749825,"{':', 'rt'}"
1134839300359675904,"{'ch', '…', 'ju'}"
1134817968708358146,"{':', 'rt'}"
1134817884885127170,"{'nettl', '…'}"
1134808604102541313,"{':', 'rt'}"
1134792605978505216,{'s'}
1134789711304777728,"{'\u2069', '\u2066', ':', 'rt'}"
1134777376792023041,"{'…', 'beha'}"
1134762035819008000,"{'…', '|'}"
1134701634955726848,{':'}
1134680571492409344,"{':', 'rt'}"
1134660840584601600,"{'…', '|'}"
1134606245963415552,{'ha'}
1134605697503703040,"{':', 'rt'}"
1134602259537584128,"{'multip', '…', ':', 'rt'}"
1134601933912760320,{':'}
1134597964138209283,{'…'}
1134592531398909954,"{':', 'rt'}"
1134592483407646721,"{':', 'rt'}"
1134589370478895104,"{'ha', ':'}"
1134587855987269632,"{':', 'rt'}"
1134584337851211776,{':'}
1134573923738226688,"{':', 'jeh', 'rt'}"
1134573790724337665,"{':', 'rt'}"
1134573275038830593,{':'}
1134565540721307649,"{':', 'rt'}"
1134558440188256261,"{'…', 's'}"
1134553639505321986,"{':', 'rt'}"
1134548863111630848,"{'equ', '…'}"
1134548696346103809,"{':', 'rt'}"
1134544367467864065,{'…'}
1134543334398144512,{':'}
1134528493163831297,"{'blah', ':'}"
1134516368831918080,"{'ha', ':'}"
1134515666671808513,"{'inv', '…'}"
1134505141229502465,"{':', 'rt'}"
1134505087525634048,{'…'}
1134504754615398401,{':'}
1134493740750520320,{':'}
1134487222588231680,"{'ch', '…', 'ju'}"
1134484188319690752,"{'…', 'un'}"
1134480301055459329,{':'}
1134479713550950401,"{':', 'rt'}"
1134467577592373250,{':'}
1134460277670522880,"{'…', 'un'}"
1134452741902876672,{':'}
1134447869593886722,"{'no', 'ag'}"
1134446381878431749,"{'whi', '…'}"
1134432223514546177,{':'}
1134424825324351493,"{':', 'rt'}"
1134424797100814336,"{':', 'rt'}"
1134422285501292545,"{'blah', ':'}"
1134389311099609089,{'…'}
1134354345531793408,{':'}
1134331699708530688,"{'inv', '…'}"
1134314664576159746,"{':', 'rt'}"
1134295729256751105,"{':', 'rt'}"
1134295677666832384,"{':', 'rt'}"
1134295614081163265,"{':', 'rt'}"
1134279090129776640,"{'o', '…'}"
1134272536483643392,"{':', 'rt'}"
1134266252107628544,{':'}
1134254242246668291,"{':', 'rt'}"
1134254180074426368,"{':', 'rt'}"
1134250091550838784,"{':', 'rt'}"
1134242681180344320,"{':', 'rt'}"
1134236506518958081,"{':', 'rt'}"
1134236375497281536,"{':', 'rt'}"
1134235016404316160,"{':', 'rt'}"
1134225754072465409,"{'no', 'ag'}"
1134224762442571776,"{':', 'rt'}"
1134224674290905089,"{':', 'rt'}"
1134216539664785408,{'…'}
1134216267748007936,"{':', 'rt'}"
1134216045105963009,"{':', 'rt'}"
1134206149857873936,"{':', 'rt'}"
1134203611968409600,"{'blah', ':'}"
1134195802262384642,{'…'}
1134188505213612032,{':'}
1134185049803370497,"{':', 'rt'}"
1134184838372712448,"{':', 'rt'}"
1134180946511564802,"{'w', '…'}"
1134179609350721536,"{'ag', '…'}"
1134173658128224256,{'…'}
1134169823372546049,"{':', 'rt'}"
1134159244448714753,"{':', 'rt'}"
1134159097694228480,"{'…', 'highe'}"
1134155608746287105,"{'no', ':', 'rt'}"
1134150498498617344,{':'}
1134146526647861248,"{'…', 's'}"
1134143449228304386,{'…'}
1134131352549224448,{':'}
1134127848426541056,{':'}
1134118783826763776,{':'}
1134118469983703040,"{':', 'rt'}"
1134116214865825792,"{':', 'rt'}"
1134112999130718208,{'man'}
1134105456052510720,"{'blah', ':'}"
1134099924008742913,"{'…', 'actuall'}"
1134095912517681152,{':'}
1134094735117864960,{'man'}
1134092127175098369,"{'w', '…'}"
1134086620733480960,"{':', 's', 'rt'}"
1134081714505027585,{'s'}
1134078252962734081,{'…'}
1134076950383923201,{':'}
1134072529117691904,{':'}
1134069035937800192,{'…'}
1134067605608828928,"{'fi', '…'}"
1134065446146256896,"{'ag', 'rt', '…', ':', 'ba'}"
1134063143737577474,{'…'}
1134062267719409669,"{':', 'rt'}"
1134052138487812096,"{':', 'rt'}"
1134049272264089601,"{':', 'rt'}"
1134007059534557185,"{'…', 'h'}"
1133966033998557184,"{'ag', 'speci', '…'}"
1133957476506832896,"{'…', 't'}"
1133955208504102912,{'…'}
1133937198124994560,"{'le', '…', ':', 'rt'}"
1133936341492912128,"{':', 'rt'}"
1133935323828883456,"{':', 'rt'}"
1133931798960979968,{'ag'}
1133931169089761280,"{':', 'rt'}"
1133928239523672065,"{'e', '…', ':', 'rt'}"
1133927258102620161,"{'—', '…'}"
1133923792357593088,"{':', 'rt'}"
1133919061124014082,"{':', 'rt'}"
1133916300403728384,"{':', '…', 'inves', 'rt'}"
1133912404943937536,{':'}
1133909039753154560,"{':', 'rt'}"
1133908925802274816,"{':', 'rt'}"
1133904860280229896,{':'}
1133901610063732737,"{""o'rourke:""}"
1133897945210916869,"{':', 'rt'}"
1133891228410494977,{':'}
1133891031404036096,{'ag'}
1133886612989972480,"{':', 'rt'}"
1133884124865925120,"{'🤔', ':', 'rt'}"
1133881291005464576,"{':', 'rt'}"
1133880799080701953,"{':', 'rt'}"
1133880035780300800,"{':', 'rt'}"
1133875997982560256,"{':', 'rt'}"
1133874072151035904,"{':', 'rt'}"
1133872205559947264,"{':', 'rt'}"
1133868709771206662,{':'}
1133868709691482113,"{':', 'rt'}"
1133865223075581954,{':'}
1133862780363317249,"{':', 'rt'}"
1133862729301860353,"{':', 'rt'}"
1133858951072759809,{':'}
1133856310490009601,{':'}
1133856078494601216,{':'}
1133850408043069442,"{'ge', '…', ':', 'rt'}"
1133850303491657728,"{':', 'rt'}"
1133849901295644673,"{':', 'rt'}"
1133844985768550400,"{'w', '…'}"
1133843768598290433,"{'fro', 'ag', '…', ':', 'rt'}"
1133843682422087681,"{':', 'rt'}"
1133842002389422081,"{':', 'rt'}"
1133833157365649409,"{'…', 'th'}"
1133831011500994560,"{':', 'rt'}"
1133825870500651009,{':'}
1133820927748255749,"{':', 'rt'}"
1133814520927936512,"{':', 'rt'}"
1133810709022875653,"{':', 'rt'}"
1133809219600306177,{':'}
1133807975733317633,"{'…', 'toda'}"
1133802971840561153,"{'d', '…'}"
1135557778930618368,"{'…', 's'}"
1135550817405153282,{'…'}
1135536614732644358,"{'f', '…'}"
1135521786634874880,{'…'}
1135514953937498112,"{'nada', '…', ':', 'th', 'rt'}"
1135514482535469056,"{':', 'rt'}"
1135505462336655362,"{'p', '…', ':', 'rt'}"
1135505355587379200,"{':', 'rt'}"
1135496883244294147,"{':', 'rt'}"
1135490336468414465,"{'thuy', '|'}"
1135471438813704192,{'…'}
1135456598841876480,{'…'}
1135442766035587072,"{'…', 's'}"
1135441244577050624,{'…'}
1135426148194758656,{'…'}
1135375067314044930,{'here’…'}
1135362818067312641,"{':', 'rt'}"
1135359843546619904,"{':', 'rt'}"
1135359091109486599,"{':', 'swelli', 'rt'}"
1135354470349594624,"{':', 'rt'}"
1135351163468046341,{'bla'}
1135347579393314816,"{':', 'rt'}"
1135335560770404353,{'…'}
1135323727401496577,"{'sa', '…'}"
1135320946796093440,"{'offic', '…'}"
1135301166269718528,{'…'}
1135270950071676928,{'…'}
1135270482956230656,"{'…', 'governm'}"
1135264788949426176,"{'recen', '…'}"
1135255417079156736,"{'…', 't'}"
1135253760735875072,{'…'}
1135251687059480577,{'…'}
1135241942256762880,{'|'}
1135238152858349568,{'bla'}
1135219290267889669,{'|'}
1135212090334097409,"{':', 'rt'}"
1135211848905756673,"{':', 'rt'}"
1135211735533666304,{'…'}
1135204756652269568,{'…'}
1135197133353693184,"{'aaaaaaahhhh', ':'}"
1135187581254193152,{'bla'}
1135173345220206593,"{':', 'rt'}"
1135170344539643904,"{'wh', ':', 'rt'}"
1135168703807610885,{'…'}
1135161913434943492,"{'offic', '…'}"
1135156613004898305,"{':', 'rt'}"
1135154382587269121,{'…'}
1135131713556897792,{':'}
1135116603492851712,{'here’…'}
1135109557712228352,"{'nettl', '…'}"
1135093965080989696,{'…'}
1135079367837700096,"{'clea', '…'}"
1135060415778578433,"{'…', 'm'}"
1135033823723499520,{'…'}
1135026017221992454,{'…'}
1135011416870674432,{'s'}
1135005185556799490,{'…'}
1134998831614058501,"{':', 'rt'}"
1134988992041115649,"{':', 'rt'}"
1134971131725864960,"{'…', 't'}"
1134958076589682689,{'man'}
1134950517015306240,{'…'}
1134945732169850880,{'…'}
1134941200664997888,"{'clea', '…'}"
1134916545031876609,{'…'}
1134908500688154624,{'…'}
1134903042065805312,"{'…', 'fou'}"
1134895446051164162,"{'pu', '…'}"
1134893141398609925,"{'offic', '…'}"
1134885598978826240,{'s'}
1134863960732262400,{'…'}
1134839889948749825,"{':', 'rt'}"
1134843072540545026,{'…'}
1134838527093542912,{'|'}
1134828710090219520,{'here’…'}
1134824931018072064,"{'…', 's'}"
1134818002128515074,"{'nettl', '…'}"
1134808604102541313,"{':', 'rt'}"
1134803298303860741,{'…'}
1134800533066276874,"{'raya', '|'}"
1134793600062164992,"{':', 'rt'}"
1134791797346115585,"{':', 'rt'}"
1134787698550611968,"{'…', '|'}"
1134787122106421249,"{':', 'rt'}"
1134784161871466496,{':'}
1134780638542868481,{'…'}
1134776651739488256,{'…'}
1134771203753873408,{'s'}
1134761529927229440,{'|'}
1134746930842624000,{'|'}
1134735361274458112,"{'d', '…'}"
1134731586778402816,{'|'}
1134720254830141440,{'…'}
1134716476190052352,"{'c', '…'}"
1134712438534942725,"{'clea', '…'}"
1134708178707501056,{'s'}
1134683504304885760,{'|'}
1134670948571996160,{'…'}
1134665906674708480,"{""@nbcnewsnow's""}"
1134650787215413248,{':'}
1134648519283920897,"{'bu', '…'}"
1134645763181568000,{'…'}
1134643678155354112,{'…'}
1134643071545688071,"{'…', 'th'}"
1134641236197949440,{'…'}
1134638216546533377,"{'…', '|'}"
1134629404473212929,{'…'}
1134621854893846529,"{'bil', '…'}"
1134618090262671361,"{'…', '|'}"
1134614058806775809,{'…'}
1134604151193837568,"{':', 'rt'}"
1134602527889076226,"{':', 'rt'}"
1134600995579813889,"{':', '…', 's'}"
1134597543852220417,{'…'}
1134593942731853824,"{':', 'rt'}"
1134592646163419136,"{':', 'rt'}"
1134591725748592640,{':'}
1134588538740232202,"{':', 'rt'}"
1134571793216364545,"{':', 'rt'}"
1134565540721307649,"{':', 'rt'}"
1134555820216262656,"{':', 'rt'}"
1134547113759694848,{'…'}
1134529767808655361,"{':', 'rt'}"
1134528929115648000,"{':', 'rt'}"
1134522230615003136,"{'equ', '…'}"
1134511371347996672,"{'…', 'cont'}"
1134507338604470272,{'…'}
1134506585030635520,"{'…', 'th'}"
1134502059523395585,"{'asse', '…'}"
1134500558977601539,"{'raya', '|'}"
1134492997926772736,{'…'}
1134489857089318912,"{':', 'rt'}"
1134485690539008000,{'man'}
1134481984636502022,{'|'}
1134476394342309889,{'…'}
1134464575812898817,{'|'}
1134458915977093120,"{':', 'rt'}"
1134455769603223553,"{'rol', '…'}"
1134450223114346498,"{'…', 's'}"
1134447459697139713,"{'…', 'cont'}"
1134447195552452610,"{'…', 'cont'}"
1134440400314392578,"{'…', 'un'}"
1134436114876567552,"{'…', 'serv'}"
1134434227716575232,"{'sha', ':', 'rt'}"
1134432342733414400,"{'…', 'cont'}"
1134425562368434176,"{'…', 'un'}"
1134421861729742853,"{':', 'rt'}"
1134419174481113089,"{':', 'rt'}"
1134417572869410817,"{':', 'rt'}"
1134417506058346496,"{'…', 'cont'}"
1134416925205905408,"{':', 'rt'}"
1134402658687737857,"{'…', 'cont'}"
1134395620737847296,{'|'}
1134387546308382720,"{'…', 'cont'}"
1134384294762295301,"{'f', '…'}"
1134374471794679808,{'|'}
1134372962394673153,"{'…', 'cont'}"
1134369193711869952,"{'f', '…'}"
1134363900990898177,{'s'}
1134359362758217728,"{'…', 'wh', ':'}"
1134356854488915968,"{'…', 'cont'}"
1134354599895293952,{'|'}
1134327653333213184,{':'}
1134321120562143233,"{'…', 'cont'}"
1134316091797196808,{'|'}
1134310769330253826,{'…'}
1134303511565471744,"{'…', 't'}"
1134297216112300032,"{'ems', '…', 's'}"
1134289666776195073,{'|'}
1134282111609921536,"{'…', 'wh', ':'}"
1134281115760504832,{'man'}
1134279595509866496,"{'…', '|'}"
1134265754092789761,"{'tex', '…'}"
1134263500711301120,"{'f', '…'}"
1134258467831713792,{'…'}
1134251547964166145,{'hi'}
1134245618216525825,{'-'}
1134244362118975488,{'|'}
1135556673798582273,{'…'}
1135549675011022848,"{':', 'rt'}"
1135539131768102912,"{'…', 't'}"
1135531580716453889,"{'sh', '…'}"
1135531284430761985,"{'rt', '…', ':', 'ro'}"
1135525372118937600,"{'…', 'm'}"
1135521077352914950,"{'…', 'fr'}"
1135516963017564160,{'no'}
1135511163104636930,"{'…', 't'}"
1135510543840751619,"{'f', '…'}"
1135507143803772928,{'…'}
1135502285251985409,{'📱'}
1135500006876729345,"{'s', '👇'}"
1135492922185527296,"{':', 'rt'}"
1135486621065863168,{'…'}
1135486364034555904,"{'…', '✨', '🚶\u200d♀️🚶\u200d♂️🚶\u200d♀️🚶\u200d♂️'}"
1135482841402417157,{'👑'}
1135465058006437888,"{""🔴'hea…"", '🔴'}"
1135459730695053312,{'🇬🇧🇺🇸'}
1135456748880433152,{'🇺🇸🛬'}
1135445706460860416,"{'…', 's'}"
1135442097211883520,{'…'}
1135423237079351296,{'🏆'}
1135415688665976832,{'🎸🇬🇧'}
1135408142391631873,"{'🏆⚽️', '…', 'wel'}"
1135290553778757636,{'👑'}
1135284569836572673,"{'…', '✨', '🚶\u200d♀️🚶\u200d♂️🚶\u200d♀️🚶\u200d♂️'}"
1135282437682896896,{'…'}
1135274890200621056,"{'…', 't'}"
1135244880790376455,{'…'}
1135222041932685314,"{'…', 't'}"
1135214492764200960,"{'sh', '…'}"
1135204272797364227,"{'🎉', '…'}"
1135196652212498433,"{'📱w', '…'}"
1135196242202550272,{'…'}
1135187917163368452,"{""@sadiqkhan's"", '…', 't'}"
1135187444821909504,"{'peo', '…', ':', 'rt'}"
1135186630749429761,"{'…', 't'}"
1135169194683559936,"{'playi', '…'}"
1135158617781493765,"{':', 'rt'}"
1135157498242052096,"{'un-african', '…'}"
1135156895000551424,{'🎉'}
1135156840197742594,"{':', 'rt'}"
1135156608164515845,"{'rem', '…'}"
1135155032096223232,"{'…', '✨', '🚶\u200d♀️🚶\u200d♂️🚶\u200d♀️🚶\u200d♂️'}"
1135153504903925760,"{':', 'rt'}"
1135138035035754496,{'👑'}
1135137859307003905,"{'…', 'm'}"
1135135073177624576,"{':', 'rt'}"
1135158617781493765,"{':', 'rt'}"
1135129541612118016,"{':', 'rt'}"
1135127947571027968,"{':', 'rt'}"
1135127739005112325,"{':', 'rt'}"
1135121728013778945,{'🎉🍾🎶'}
1135112710692200449,"{':', 'rt'}"
1135111958846480384,"{':', 'rt'}"
1135110154960154624,"{':', 'rt'}"
1135108304974372864,"{'li', '…', ':', 'rt'}"
1135105964154261504,"{':', 'rt'}"
1135104563478966272,"{':', 'rt'}"
1135102952702644224,"{':', 'rt'}"
1135101194806935552,"{':', 'rt'}"
1135099896162373633,"{':', 'rt'}"
1135099590141763584,{'…'}
1135099231914594304,"{':', 'rt'}"
1135098855295524865,"{':', 'rt'}"
1135097080257613824,"{'…', 't', ':', 'rt'}"
1135095280276299776,"{':', 'rt'}"
1135094300977635328,"{':', 'rt'}"
1135093848474963968,{'…'}
1135078594793750528,"{',…'}"
1135078073735536640,"{'🔴', ':'}"
1135071915301834753,"{'✅', ':', 'rt'}"
1135066155541049344,"{'tor', '…', ':', 'rt'}"
1134928050959933441,"{':', 'rt'}"
1134902539206479872,{'👑'}
1134869770778611719,"{'no', 'beco', '…'}"
1134867206418903041,"{'…', 't'}"
1134839303220207616,"{'o', '…'}"
1134837007316733953,"{',…'}"
1134833459212541952,"{':', 'rt'}"
1134830679693451264,"{'orga', '…'}"
1134825082302468096,{'…'}
1134821904840134656,"{'un-african', '…', '🏳️\u200d🌈', 'ans'}"
1134821118731259905,"{'sto', '…'}"
1134810324815810560,{'⚽️'}
1134808387248689153,"{':', 'rt'}"
1134806742293000193,"{':', 'rt'}"
1134804856148041729,"{':', 'rt'}"
1134796369678557184,"{':', 'rt'}"
1134796218935234565,{'…'}
1134795746564349952,"{'no', 'beco', '…'}"
1134795648946057217,"{':', 'rt'}"
1134793619196583936,{'…'}
1134793615056805888,{'…'}
1134790488752578562,"{'…', '📱'}"
1134783099651416064,"{'f', '…'}"
1134782554060537857,"{':', 'rt'}"
1134762174985973762,"{'…', 't'}"
1134760720472649728,{'no'}
1134758673388048385,"{""@cityam'…"", ':', 'rt'}"
1134753954875576320,"{'cla', '…'}"
1134748535830671360,{'…'}
1134745722530783232,{'👑'}
1134743929746837504,{'sir'}
1134734366955966465,"{':', 'rt'}"
1134733446767665152,"{':', 'rt'}"
1134732464059011072,"{':', 'rt'}"
1134714907709116418,{'…'}
1134710651153203205,"{':', 'rt'}"
1134616667047305216,{'sir'}
1134543821273030656,"{'cl', '…'}"
1134540633543233537,"{'lat', '…'}"
1134527210247905281,{'sir'}
1134525206888943617,"{'…', 'h'}"
1134521062681731072,"{'o', '…'}"
1134516138568749056,"{'p', '…'}"
1134511643768053760,{'sir'}
1134501715892420608,{'emm'}
1134499807551209472,{'sir'}
1134494364883980289,"{':', 'rt'}"
1134491116663902208,{'📖💯'}
1134485717202214912,"{':', 'rt'}"
1134470084439576577,"{'sh', '…'}"
1134461351894630400,{'…'}
1134459704061698050,"{'argu', '…', ':', 'rt'}"
1134451085790326784,"{'cl', '…'}"
1134443790759014400,"{'mor', '…'}"
1135127739005112325,"{':', 'rt'}"
1135066155541049344,"{'tor', '…', ':', 'rt'}"
1134795648946057217,"{':', 'rt'}"
1134758673388048385,"{""@cityam'…"", ':', 'rt'}"
1134732464059011072,"{':', 'rt'}"
1134410693216575489,"{'p', '…'}"
1134404453963055104,{'nananana'}
1134400375048605696,"{':', 'rt'}"
1134386042142887936,"{'resea', '…', ':', 'rt'}"
1134351633234767873,{'shamima'}
1134344597503713281,{'…'}
1134334048283873280,{'…'}
1134331238091767808,"{':', 'rt'}"
1134319489628033034,"{'shamima', 'begum'}"
1134233026148425730,"{'sh', '…'}"
1134212946891030528,"{'erm', 't-t'}"
1135156840197742594,"{':', 'rt'}"
1134172634487447552,"{'…', 'na'}"
1134165947638566917,"{':', 'rt'}"
1134162344035213313,"{'erm', 't-t'}"
1134796369678557184,"{':', 'rt'}"
1135542578621952000,"{':', 'rt'}"
1135531140503281664,"{':', 'rt'}"
1135529281097015296,"{'ons', '…'}"
1135526560558198784,{'…'}
1135524047436079105,"{'…', 'econom'}"
1135503987422240770,"{'nee', '…'}"
1135501067909681152,{'…'}
1135498351003279360,"{'…', 'th'}"
1135486253984624642,"{'…', 's'}"
1135476799536881665,{'…'}
1135469315648577536,"{':', 'rt'}"
1135466596238069761,"{':', 'rt'}"
1135465299069865984,"{':', 'rt'}"
1135464895967911938,"{':', 'rt'}"
1135464682330951680,"{':', 'rt'}"
1135461291424931840,"{':', 'rt'}"
1135458147043336192,"{'d', '…'}"
1135446046065274880,"{'ou', '…'}"
1135434894975426560,"{'…', 't'}"
1135407781337583616,"{'whe', '…'}"
1135399224378630150,"{'peac', '…'}"
1135355333126307842,"{'…', ':', 'rt'}"
1135355250674753536,"{':', 'rt'}"
1135340949939412994,"{':', 'rt'}"
1135339081234354178,{'▪'}
1135338021383999497,"{':', 'rt'}"
1135337983463317509,"{':', 'rt'}"
1135321892930371585,"{':', 'rt'}"
1135320151480569856,"{'…', 'abo'}"
1135316427655852038,{'…'}
1135312917350486022,"{'accou', '…'}"
1135301425603497986,"{'…', 'mis'}"
1135282472160235520,"{'diffic', '…'}"
1135278420810768384,{'…'}
1135271207572516865,"{'…', 'cou'}"
1135252268918423553,"{'…', 'agains'}"
1135240682015207424,"{'…', 'presi'}"
1135229660831391744,"{'w', '…'}"
1135223241738457089,{'…'}
1135212489933803521,"{'amer', '…'}"
1135210712018694144,"{'…', 'th'}"
1135195689187758080,{'…'}
1135192112323080192,{'…'}
1135189257667133441,"{'su', '…'}"
1135184960040648704,{'…'}
1135181284756598784,{':'}
1135177002217017346,{'…'}
1135124158919188483,"{'f', '…'}"
1135086430835941378,{'bla'}
1134995319568162818,{'…'}
1134946473517281281,{'…'}
1134938955915431936,{'s'}
1134935173861191680,"{'…', 'g'}"
1134916275124219909,{'…'}
1134912527731703808,{'…'}
1134890874301747200,"{'…', 'di'}"
1134887855808008192,"{'sh', '…'}"
1134878284339171328,"{'gam', '…'}"
1134875518942240769,{'…'}
1134863203521966081,{'…'}
1134860437189734400,{'s'}
1134859095851360256,{'…'}
1134848100814794752,"{'…', 'di'}"
1134845067682861057,"{'…', 't'}"
1134831742068695042,{'…'}
1134808542748270593,{'…'}
1134807092467032064,{'s'}
1134754221365039104,{'bla'}
1134712699936485376,"{'…', '|'}"
1134705148436111360,{'|'}
1134701383054233601,"{'f', '…'}"
1134699265815646208,"{'…', 'th'}"
1134673003781009408,{'▪'}
1134662052440694785,"{'virg', '…'}"
1134643725651628037,{'…'}
1134636316354850819,"{'bea', '…'}"
1134634815872000000,"{'beac', '…'}"
1134623404773052416,{'…'}
1134620597508616194,{'…'}
1134616961998962688,"{':', 'rt'}"
1134608011685769219,"{'f', '…'}"
1134600458243383296,"{'w', '…'}"
1134595445060263937,"{'fi', '…'}"
1134588137026588672,"{'🎾', '⛳'}"
1134585375928836096,{'…'}
1134572779238567937,{'sup'}
1134570264350666757,{'…'}
1134560983035318273,{'…'}
1134558173619208197,"{'c', '…'}"
1134555442632429568,{'no'}
1134554615192608768,"{':', 'rt'}"
1134554498964238336,"{':', 'rt'}"
1134542590605430784,{'|'}
1134540064271347712,{'|'}
1134530000168869889,{'…'}
1134524969407385600,{'…'}
1134522451633811456,"{'f', '…'}"
1134491233567563776,{'…'}
1134488115593302026,"{'agenc', '…'}"
1134484854127702016,{'…'}
1134478689255776256,"{'…', 'm'}"
1134469594456952834,{'…'}
1134464582611808256,{'…'}
1134459215345573891,{'…'}
1134454842200641536,{'…'}
1134451181781245952,{':'}
1134441757159170048,{'cnn’s…'}
1134439224629968896,{'ha'}
1134436097877053440,{'…'}
1134433904646139907,{'|'}
1134429364014202880,"{'…', 'als'}"
1134422573771624454,"{':', 'rt'}"
1134420245484060672,{'|'}
1134418135627522048,"{'includi', '…'}"
1134416056221667328,"{':', 'rt'}"
1134415500983898113,"{'…', 'm'}"
1134401932636954624,{'…'}
1134399878442946561,{'…'}
1134392086348910597,"{'…', 's'}"
1134390457327325184,"{'f', '…'}"
1134388956664127488,{'…'}
1134381896979365888,"{'f', '…'}"
1134374984867037185,"{'sha', '…'}"
1134364582179430405,{'…'}
1134355447731937280,"{'agenc', '…'}"
1134350314017042433,{'…'}
1134342097937588224,"{'inv', '…'}"
1134338990075731969,{'awe'}
1134327718407942144,{'…'}
1134323896524521472,"{'agenc', '…'}"
1134317591348908032,"{'representa', '…'}"
1134314300657430528,{'…'}
1134305270207664130,"{'agenc', '…'}"
1134301241713016832,{'ha'}
1134288669479751680,"{'…', 'ba'}"
1134275503593066496,{'|'}
1134268281332928512,"{'sha', '…'}"
