,tweets,clusterID,titles
3124,"Perhaps buoyed by the Broncos, Sweden's battled back from 4-0 down in their WCQ with Germany to make it 4-4.",273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3125,Nono no no no no!!!! Sweden v Germany you are fucking my accumulator right up!!!!,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3126,"""@GliAzzurriNews: also, still laughing at Germany. 4-4. Sweden. #yikes"" #SAKSA",273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3127,Holy Fuck Germany 4 Sweden 4,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3128,WOW. Sweden come alive late on! 4-4 away in Germany!,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3129,Sweden are the official accy fuckers.,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3130,You can watch Germany 4 - 4 Sweden on @ESPNUK at 12.15am.,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3131,greatest international comeback of all time.. Germany 4 sweden 4.. sweden came back from being 4-0 down.. #amazing @GaryLineker,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3132,"U can RT dat over and over""@Barca_gurl: Dayuum sweden.""",273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3133,Sweden come back from 4 goals down to draw against GERMANY!! #BELIEVE,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3134,"germany lead sweden 4-0, now its 4-4!",273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3135,Unbelievable comeback from Sweden!!! 4-4 #congrats,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3136,Wow this Germany vs Sweden match was crazy.,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3137,group c final score Germany 4-4 sweden  great game!!,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3138,Germany draw 4:4 with Sweden after leading 4:0. The end of the myth of German efficiency?,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3139,That Sweden comeback has probably just ended Ireland's slim hopes of qualifying.,273,"['Sweden Vs Germany game', 'Sweden comeback against Germany', 'The event is a Germany v. Sweden game.', 'ABOUT germany vs Sweden', 'Tweets about game between Germany v Sweden.']"
3140,"If it gets to tough for Obama, he can always hide behind Crowley.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3141,#thelema #crowley #occult Re: 93 to all  http://t.co/XyGlxI09,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3142,"Eric Holder's &amp; Barack Obama's #FastandFurious killed hundreds of Mexicans, including teenagers. Will Candy Crowley ask about that?",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3143,"""The Crowleys are very special people."" Todd Portune.  So true.  http://t.co/pzsCCcw6",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3144,Limbaugh: Don't fear 'news babe' Crowley http://t.co/rBErJ14g,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3145,A Rod is a better option off the bench than Terry Crowley.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3146,"Complaints about CNN’s Candy Crowley ahead of Barack Obama, Mitt Romney debate - VIDEO (IrishCentral) http://t.co/BWGx4QHj",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3147,Candy Crowley is making history tonight. We discuss her role in the presidential debate &amp; how she's bending the rules.. http://t.co/l0WRFnWT,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3148,"Candidates must address Candy Crowley as ""The Muthafuckin' Crow Bar"". #RejectedDebateRules",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3149,5 things you may not have known about tonight's presidential debate moderator Candy Crowley  http://t.co/LgB8alYF,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3150,"#deepthoughts RT @jorcohen If Candy Crowley married David Corn, she'd be Candy Corn.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3151,"MT @jayrosen_nyu ""To Lehrer's minimalism and Raddatz's vitalism, Candy Crowley has to bring a kind of ventriloquism""  http://t.co/Mjkc5EHj",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3152,I think we need a last minute switch of Crowleys. Substitute Candy for @MonicaCrowley,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3153,Read NOW's open letter to moderator Candy Crowley prior to tonight's debate: http://t.co/FbDpQwwT,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3154,http://t.co/DalC0gop &lt;- watch crowley (no relation to Alastair),285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3155,"Watching the Debate Night on CNN.  The moderator, Candy Crowley, sounds like a mix between stripper and cultist.  Should be fun.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3156,Candy Crowley is  RT @Blueraydre: That's who hosting it? RT @MoJizel: Anderson Cooper won’t take no shit as a moderator neither,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3157,"We tell our kids to follow the rules. We want our politicians to follow the rules, but Crowley doesn't have to?",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3158,"CNN's Candy Crowley gets rules change  When a moderator works this hard to become part of the story, something is terribly, terribly wrong.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3159,"Michigan native will host tonight's presidential debate: CNN chief political correspondent Candy Crowley, who wi... http://t.co/QpWZVG9e",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3160,Neither Candidate Want Candy Crowley There #LMAO,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3161,Flashback: Candy Crowley Pushes 'Racist Tea Party' Myth http://t.co/H5xHlaqQ #tcot,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3162,The 90-minute debate will be moderated by CNN’s Candy Crowley. Stay with @ajcgaelections #ajc2012debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3163,"“@greenfield64: If Obama does really well, how many seconds will it take for FOX News analysts to attack Candy Crowley?” Ha! One!",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3164,"LOL! // RT @rsmccain: Candy Crowley calls on an uncommitted voter @ tonight's debate You, sir  yes, you in the glasses http://t.co/pOwswcHk",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3165,Crowley's debate week behavior is so bizarre I think she's been co-opted by someone to insert herself. Her boss Ted Turner is an Obama guy.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3166,Just how obnoxiously will Candy Crowley grill Romney and give the President a pass tonight?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3167,I know Candy Crowley will do an amazing job,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3168,"#GoingRogue RT @markknoller: After each candidate gets two minutes, Crowley authorized to ""facilitate"" further discussion on the issue.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3169,20 min to the 2nd Pres. Debate!  Looking forward to it but even more so to the Saturday Night Live version!  Who will play Candy Crowley?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3170,Candy Crowley should be a little offended that folks had to search for who she is!!!#youtubepolitics #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3171,Candy Crowley and Crystal Ball have to be two of the coolest names in journalism ever!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3172,"Candy Crowley sounds like a Trolli Sour Worm, not a moderator's name.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3173,Candy Crowley's desperate need to marginalize everyday American voters &amp; steal the spotlight for herself during debate has been formalized,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3174,“@PrettyBoyAlert: Candy Crowley is a force of nature on CNN..I hope she's able to handle this debate well.”,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3175,Learn about tonight's Moderator Candy Crowley http://t.co/k7OaZAH8 http://t.co/7krweID1,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3176,Candy Crowley better act right tonight!!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3177,Any Candy Crowley jokes allowed?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3178,Candy Crowley always does the coolest shit for CNN.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3179,Centre ref: Candy Crowley now out #PMTdebate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3180,im excited for candy crowley moderating because so far she's the only one im familiar with cause i watch too much cnn,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3181,"""It's going to be a good night"" - Candy Crowley #Debates",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3182,"Candy Crowley: ""We have a couple of great candidates and really smart guys."" Liberal bias already coming out.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3183,Look at ol Candy Crowley looking 10 lbs lighter,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3184,Was Candy Crowley told to stall? #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3185,"Wait. So, Crowley isn't moderating? #debates",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3186,Candy Crowley my Gurl but was she born Carter??,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3187,Candy Crowley is setting the stage.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3188,"Brace yourself, insensitive comments about Candy Crowley's appearance are coming!",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3189,"Time to see if Candy Crowley is actually a journalist, or just plays one on TV",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3190,Candy Crowley to audience: turn off everything that has an on/off button.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3191,Candy Crowley first woman to moderate a pres. debate in 20 years. Hello!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3192,“@brianjohnsonmpa: I don't want to watch Candy Crowley. I thought Adam Sandler as Billy Madison was hosting this thing. #debate”,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3193,They say you are what you eat.  This is clearly true of 'Candy' Crowley.  #debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3194,Candy Crowley looking fierce,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3195,what kind of name is candy crowley,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3196,candy crowley is scary looking,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3197,Candy Crowley... What a beast,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3198,"To my great disappointment, Candy Crowley is not actually made of candy.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3199,Candy Crowley looks nice.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3200,Preemptively blaming Candy Crowley,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3201,Candy Crowley looks like a disaster,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3202,Here's hoping Crowley is unbiased in picking the questions!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3203,"Wow, Crowley looks like Francine Fishpaw.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3204,Wow Candy Crowley maxed out her hair,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3205,#debates Candy Crowley:  82 undecided voters will drive the night.  Hope to get to as many questions as possible.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3206,God Candy Crowley is ugly. Maybe a makeover? #Debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3207,#debates2012 Crowley looks horrible,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3208,Candy crowley is scary...looks like a lib.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3209,Sheesh! Candy Crowley is … um … big.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3210,Will Aidy Bryant play Candy Crowley on #SNL this week?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3211,Fat Lady has sungRT @TheFix: Candy Crowley -- hit her music! #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3212,"Holy botox, Candy Crowley!!!",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3213,CNN's Candy Crowley introduces the speakers: Presidential debate live on #CNN,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3214,"Honey Boo Boo's mom got hot, oh that's just Candy Crowley",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3215,Candy Crowley is the female John Candy,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3216,Candy Crowley is the commentator....here we go! #Presidential Debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3217,Ms. Crowley looks stunning. Never hurts.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3218,Dabo call Candy Crowley and see if she can play left tackle. #Clemson,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3219,Holy shit Candy Crowley could be a linebacker #Debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3220,Candy Crowley thinks the candidates will be concise and on time. That's not optimism. That's delusion. #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3221,Crowley needs to holla @THEEGooGoo,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3222,Is it me or does Candy Crowley intro looks like an SnL skit. Lol #letthefunbegin,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3223,"Yay lady moderators! Go Candy Crowley, handle it like Raddatz",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3224,What idiot picked Candy Crowley For the debate?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3225,I guess we'll see how left of center Crowley really is now.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3226,says you! RT @skiesofryan: Her weave is on point though RT @jillianbowe: Candy Crowley has no neck....... #Debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3227,candy crowley not a good choice for moderator,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3228,I hope Candy Crowley shouts if they go over time. I'd listen.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3229,Who told Candy Crowley that hair looks good?  What was she going for?  Missed totally. #tcot #tiot #p2,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3230,Candy Crowley stole Obama's jacket. #Debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3231,"Moderator Candy Crowley welcomed the audience, 82 uncommitted voters from the New York area#debate",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3232,Is this Candy Crowley or John Candy?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3233,Looking at Candy Crowley it's no wonder I don't watch CNN.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3234,Candy Crowley is built exactly like Ray Lewis pre murder.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3235,"I had been confusing Candy Crowley w/Alan Colmes' wife who is Jocelyn Crowley, stand corrected",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3236,only in America would you find someone named Candy Crowley #debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3237,Candy Crowley is an enchantress,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3238,Are we sure that Candy Crowley didn't play offensive line for the Broncos in the MNF game last night?,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3239,"Beyond Candy Crowley and @ItzLikeCandi, I dont trust anyone with that name.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3240,Is Candy Crowley related to Mr. Crowley?  #ozzy #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3241,LOL RT @generalchudi: is dat why we are awake? “@Dotbabe: Please what is Candy Crowley wearing?”,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3242,Candy Crowley already off to a rocky start. Mic check? #debate2012,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3243,😂 RT @UrsTruly_Monica: Look like Candy Crowley got that suit from Sears 😖,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3244,Calling it: Candy Crowley will be played by SNL newcomer Aidy Bryant.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3245,"I find Candy Crowley extremely annoying for some reason (or reasons). Seriously, I'd rather watch Bill O'Reilly moderate a #debate",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3246,Crowley asking semi-related follow-up q.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3247,Crowley asks a follow up to Gov. Romney #apocalypse #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3248,Candy Crowley going rogue! #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3249,Here comes the liberal input from Crowley,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3250,Candy Crowley just broke the her debate contract. GOOD!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3251,Candy Crowley taking control baby!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3252,"Crowley asks a follow up! Breaking the #debate rules, excellent!",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3253,john candy crowley  #debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3254,Candy Crowley is the first woman to moderate a presidential debate in 20 years? Sheesh.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3255,Candy Crowley is grilling Romney.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3256,#Crowley steps in with follow-up questions. Beyond and above the rules.,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3257,Romney argues with Crowley. #Debate,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3258,"Bit of a kerfuffle because Crowley wants to move onto something ""sort of connected to cars here"" #bezdebates",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3259,Candy Crowley BOOM #debates,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3260,"When Crowley says sit, you sit, Mitt.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3261,"Candy Crowley, man. NOBODY walks all over this moderator. #SitDownMitt",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3262,rock and crowley...cut that privledged one off at the knees!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3263,Five points to Candy Crowley for shutting Mitt the fuck up!,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3264,"Candy Crowley IS NOT having your shit tonight, Mitt.",285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
3265,Candy Crowley has more balls than every other moderator for the past four years. COMBINED. #debates #ittakesawoman,285,"['candy crowley moderates the 2012 presidential debate', 'debates candy crowley ', 'presidential debate moderator Candy Crowley CNN correspondent']"
