EventID	Description	Category
10537	"Reactions to an earthquake near Boston."	"Natural Disaster"
10537	"Reactions to an earthquake near Boston."	"Natural Disaster"
10537	"The tweets are talking about a Maine earthquake."	"Natural Disaster"
10537	"Possible Earthquake"	"Natural Disaster"
10537	"Massachutes earthquake"	"Natural Disaster"
10537	"earthquake is discussed"	"Natural Disaster"
10537	"A minor earthquake happens in new england"	"Natural Disaster"
10537	"an earthquake struck the new England area."	"Natural Disaster"
10538	"Comments on Mitt Romney's performance during a Presidential Debate."	"Elections"
10538	"Presidential debate"	"Elections"
10538	"Reactions to Mitt Romney's Presidential Debate performance."	"Elections"
10538	"Romney during the presidential debates"	"Elections"
10538	"The Preidential debate and election- Romney "	"Elections"
10538	"These tweets are about the first, 2012 Presidential debate between Mitt Romney and Barack Obama, held in Denver, Co. "	"Elections"
10538	"Romney Vs Obama presidential debate"	"Elections"
10542	"sports is being discussed"	"Sports News"
10542	"The Yankees are one win away from the World Series."	"Sports News"
10542	"The Detriot Tigers being one win away from going to the World Series during the playoff series against the New York Yankees."	"Sports News"
10542	"Tigers versus Yankees World Series"	"Sports News"
10542	"Detroit tigers being one win away from playing in World Series."	"Sports News"
10542	"Tigers nearly in the world series"	"Sports News"
10544	"Romney interrupting others during presidential debate."	"Elections"
10544	"Voting in the Presidential Election"	"Elections"
10544	"The tweets are about the presidential debate."	"Elections"
10545	"Debate between Obama and Romney"	"Elections"
10545	"obama vs romney debate"	"Elections"
10545	"The Presidential debates"	"Elections"
10545	"Romney Obama debate"	"Elections"
10545	"Presidential debate"	"Elections"
10546	"Presidential debates Romney versus Obama"	"Elections"
10546	"politics is being discussed"	"Elections"
10546	"obama vs romney cebate"	"Elections"
10546	"The tweets are about the presidential debate."	"Elections"
10548	"mitt romney is lying during campaign "	"Elections"
10548	"The tweets are about Romney at the presidential debate."	"Elections"
10548	"Romney during the Presidential debates."	"Elections"
10548	"About Mitt Romney and his difficulting in expressing is point during the Presidential Debate."	"Elections"
10548	"The presidential debates and Romneys responses"	"Elections"
10549	"Presidential debate"	"Elections"
10549	"The failure of Mitt Romney to answer questions during a Presidential Debate."	"Elections"
10549	"Mitt Romney's failure to answer questions during a Presidential debate."	"Elections"
10549	"Mitt Romney fails to answer a question in one of the 2012 Presidential debates"	"Elections"
10550	"The tweets are about Obama talking about immigration in the 2012 presidential debates."	"Elections"
10550	"Barak Obama's comments on illegal immigrants during the Presidential Debate."	"Elections"
10550	"presidential debate"	"Elections"
10550	"obama on illegal immigration"	"Elections"
10553	"presidential elections is discussed."	"Elections"
10553	"Obama vs Romney & presidential debate"	"Elections"
10553	"2012 Presidential Debate between Mitt Romney and Barack Obama."	"Elections"
10553	"Presidential election"	"Elections"
10553	"presidential debate"	"Elections"
10554	"Obama vs Romney & presidential debate"	"Elections"
10554	"2012 DEBATE"	"Political and Diplomatic Meetings"
10554	"Presidential debates"	"Elections"
10554	"presidential elections is discussed."	"Elections"
10555	"Presidential debates"	"Elections"
10555	"People are talking about oil and gas topic in a presidential debate."	"Elections"
10555	"Romney and Obama debate on oil, gas, coal"	"Political and Diplomatic Meetings"
10555	"Obama vs Romney & presidential debate"	"Elections"
10556	"President Obama"	"Political and Diplomatic Meetings"
10556	"presidential debate"	"Elections"
10556	"President Obama's debate performance."	"Political and Diplomatic Meetings"
10556	"Obama vs Romney & presidential debate"	"Elections"
10556	"2012 Presidential Debates"	"Elections"
10559	"Equal pay discussion during Presidential debates"	"Elections"
10559	"presidential debate"	"Elections"
10559	"Romney and Obama debate equal pay for women."	"Elections"
10561	"political debate is discussed"	"Elections"
10561	"Difference between GW Bush and Romney is the topic of discussion. "	"Elections"
10561	"The tweets discuss the differences between Romney and Bush."	"Elections"
10561	"Obama vs Romney & presidential debate"	"Elections"
10562	"During US presidential debate, President Barack Obama tells candidate Mitt Romney he is "the last person to get tough on China.""	"Elections"
10562	"2012 Presidential debates"	"Elections"
10562	"Obama vs Romney & presidential debate"	"Elections"
10562	"Governor is the last person to be tough on China"	"Political and Diplomatic Meetings"
10563	"Act of terror comments during the Presidential Debate."	"Elections"
10563	"President Obama called other attack as the act of terror"	"Scandals/Hearings"
10563	"The debate between Obama and Romney where Romney claims that Obama did not refer to what happened as an act of terror."	"Elections"
10563	"Comments during the Presidential debates"	"Elections"
10564	"President Obama and his take on High Skill High Wage job."	"Financial News"
10564	"2012 presidential debates"	"Elections"
10564	"Tweets about Obama's speech."	"Miscellaneous News"
10564	"Obama's views on high wage and high skill jobs"	"Political and Diplomatic Meetings"
10564	"Obama discusses high wage high skill jobs in the 2012 presidential debates"	"Elections"
10565	"Discussion about gun control. And how or if marriage has anything to do with gun violence."	"Acts of Violence or War"
10565	"Comments about gun control from the Presidential debates"	"Elections"
10565	"US presidential debate in which candidates Mitt Romney and Barack Obama discuss gun control."	"Elections"
10567	"Mitt Romney talking about automatic weapons during a presidential debate."	"Elections"
10567	"legality of automatic & assault weapons"	"Legal/Criminal Cases"
10567	"2012 presidential debates"	"Elections"
10567	"Mitt Romney's comments about automatic weapons during the Presidential Debate."	"Elections"
10568	"single parents and fun violence"	"Miscellaneous News"
10568	"Comments from the Presidential debates"	"Elections"
10568	"The tweets discuss comments made at the debate."	"Elections"
10569	"Obama vs Romney & presidential debate"	"Elections"
10569	"Debate of gun control of families"	"Political and Diplomatic Meetings"
10569	"the tweets discuss statements stated at the Presidential Debate."	"Elections"
10569	"Comments during the Presidential debates"	"Elections"
10569	"presidential debate"	"Elections"
10571	"These discuss one of the presidential debates, specifically one of the comments Mitt Romney made during the debates."	"Elections"
10571	"presidential debate"	"Elections"
10571	"presidential elections is discussed."	"Elections"
10571	"Obama vs Romney & presidential debate"	"Elections"
10571	"Romney presidential debate"	"Elections"
10572	"sports matsch is discussed."	"Sports News"
10572	"LSU beats Texas Tech"	"Sports News"
10572	"ncaa football: lsu, texas a&m"	"Sports News"
10572	"Texas's match"	"Sports News"
10575	"UK police tazer a blind man thinking his stick was a samurai sword."	"Acts of Violence or War"
10575	"UK police tazer blind man"	"Scandals/Hearings"
10575	"blind man tased by police"	"Legal/Criminal Cases"
10575	"UK police tazering a blind man"	"Miscellaneous News"
10576	" Lance Armstrong resiging from the Livestrong charity organization"	"Sports News"
10576	"Lance armstrong loses sponsors and drops from charity committee"	"Sports News"
10576	"Lance Armstrong stepping down as chairman"	"Sports News"
10578	"nike ends deal with armstrong"	"Scandals/Hearings"
10578	"Nike terminated the contract of Lance Armstrong"	"Sports News"
10578	"Nike cancelling Lance Armstrong's shoe contract"	"Sports News"
10578	"Nike ended the promotonal agreemends they had with Lance Armstrong when he was accused of using performance enhancing drugs. "	"Sports News"
10578	"about Lance Armstrong"	"Sports News"
10579	" Jessica Biel's marriage to Justin Timberlake"	"Celebrity and Human Interest News"
10579	"Jessica Biel and Justin Timberlake get married."	"Celebrity and Human Interest News"
10579	"Justin Timberlake marries Jessica Biel "	"Celebrity and Human Interest News"
10582	"Man arrested in alleged Federal Reserve terror plot"	"Legal/Criminal Cases"
10582	"Man arrested in bomb plot."	"Acts of Violence or War"
10582	"A man arrest by the FBI for alleged terrorist plot involving the US Federal Reserve in New York"	"Miscellaneous News"
10582	"They discuss about the man arrested for federal reserve terror plot."	"Acts of Violence or War"
10586	"sports match is discussed."	"Sports News"
10586	"sports match is tweeted about."	"Sports News"
10586	"baseball: tigers, yankees"	"Sports News"
10594	"manchester united vs stoke city match"	"Sports News"
10594	"soccer: Manchester United, Stoke City"	"Sports News"
10594	"Manchester United vs Stoke City"	"Sports News"
10594	"Manchester United 2-1  against Stoke City"	"Sports News"
10597	"Newsweek goes all digital"	"Miscellaneous News"
10597	"Newsweek ends print edition and goes completely digital."	"Miscellaneous News"
10597	"Newsweek going out of print "	"Miscellaneous News"
10597	"Newsweek is getting rid of the print edition and switching to an all digital format."	"Miscellaneous News"
10598	"Ohio State winning the game it followers were so pleased "	"Sports News"
10598	"sports match is discussed."	"Sports News"
10598	"Ohio state game"	"Sports News"
10600	"bomb threat on campus"	"Acts of Violence or War"
10600	"texas bomb threat"	"Acts of Violence or War"
10600	"Texas A & M University bomb threat"	"Acts of Violence or War"
10602	"The discussion is about a Jet's game and whether Tebow should be put in."	"Sports News"
10602	"Tebow time for the New York Jets"	"Sports News"
10602	"NFL Football: NY Jets and Tim Tebow"	"Sports News"
10607	"Goal scoring between the Spurs and Mata soccer game."	"Sports News"
10607	"UK Soccer Spurs vs Chelsea"	"Sports News"
10607	"Soccer game between Tottenham Spurs and Chelsea.  Not sure which team is playing at home."	"Sports News"
10610	"world series"	"Sports News"
10610	"world series"	"Sports News"
10610	"Giants won the 2012 World Series"	"Sports News"
10610	"WORLD SERIES"	"Sports News"
10610	"The San Francisco Giants defeat the St Louis Cardinals in the MLB NLCS and advance to the World Series."	"Sports News"
10612	"Tweets are from viewers of the Stand Up To Cancer celebrity fundraising special."	"Celebrity and Human Interest News"
10612	"Stand Up To Cancer (SU2C) is a charitable program of the Entertainment Industry Foundation (EIF) established by media"	"Miscellaneous News"
10612	"Stand Up To Cancer TV Show"	"Miscellaneous News"
10614	"Michigan v. Michigan State game is the event."	"Sports News"
10614	"about the michigan"	"Sports News"
10614	"Michigan vs. Michigan State rivalry game."	"Sports News"
10614	"NCAA Michigan State football game"	"Sports News"
10619	"soccer Wayne Rooney scores goal for other team"	"Sports News"
10619	"20 Oct 2012 – Stoke City's Ryan Shawcross doing just enough to force Wayne Rooney to face his own goal"	"Sports News"
10619	"Rooney made one goal which was unexpected from him."	"Sports News"
10619	"Wayne Rooney Own Goal"	"Sports News"
10624	"An episode of Strictly Come Dancing with a Gangnam style tribute. "	"Miscellaneous News"
10624	"The tweets discuss Bruce Forsyth dancing to Gangnam style."	"Celebrity and Human Interest News"
10624	"Gangnam Style by Darcey Bussel and Bruce Forsyth"	"Miscellaneous News"
10624	"The event discussed is an episode of the TV show "Strictly Come Dancing" in which contestant Bruce Forsyth dances to the song "Gangnam Style.""	"Celebrity and Human Interest News"
10626	"Big Tex catching on fire"	"Accidents"
10626	"Big Tex was a 52-foot (16 m) tall statue and marketing icon of the annual State Fair of Texas held at Fair Park in Dallas, Texas On October 19, 2012, the last weekend of the 2012 State Fair of Texas, Big Tex was destroyed by an electrical fire that started in the jaw."	"Miscellaneous News"
10626	"Big tex burns down at the texas state fair 2012"	"Accidents"
10627	"Big Tex the Texas state fair icon was set on fire by and electrical mishap."	"Accidents"
10627	"Big Tex catches fire at texas state fair 2012"	"Accidents"
10627	"19 Oct 2012 – Big Tex - the 52-foot-tall metal-and-fabric cowboy that is an icon of the State Fair of Texas - has been destroyed in a fire."	"Celebrity and Human Interest News"
10627	"'Big Tex' Burns Up In Fire."	"Accidents"
10628	"'Big Tex' burns to the ground"	"Miscellaneous News"
10628	"Big Tex, an attraction at the Texas State Fair, catches fire."	"Accidents"
10628	"Big Tex catching on fire and burning down"	"Miscellaneous News"
10628	"Big Tex catches fire"	"Accidents"
10631	"They discuss about NHL"	"Sports News"
10631	"NHL cances part of the of 2012-13 season"	"Sports News"
10631	"Cancellation of NHL regular-season 2012-2013 through November 1."	"Sports News"
10631	"NHL cancels another week of season."	"Sports News"
10631	"NHL cancels regular season schedule"	"Sports News"
10632	"a ref got hit during a sporting event by fans."	"Sports News"
10632	"uk soccer: Leeds fans"	"Sports News"
10632	"Leeds fan attacks goalkeeper"	"Sports News"
10636	"a  Leeds soccer fan"	"Sports News"
10636	"They are discussing about Leeds fan."	"Celebrity and Human Interest News"
10636	"A Leeds fan assaults Chris Kirkland"	"Sports News"
10639	"Chelsea beats Tottenham"	"Sports News"
10639	"Chelsea and Tollenham scored 4-2 against each other."	"Sports News"
10639	"sports event is being talked about..."	"Sports News"
10639	"sports match is being discussed......."	"Sports News"
10647	"Kelantan and The Red Warriors"	"Sports News"
10647	"Kelantan defeated ATM in the Malaysia Cup"	"Sports News"
10647	"These tweets are refering to a game."	"Sports News"
10650	"Tottenham VS CHELSEA: Mikel predicts crunchy London derby"	"Sports News"
10650	"UK Soccer Spurs vs Chelsea"	"Sports News"
10650	"sports event is being discussed."	"Sports News"
10651	"Giants WorldSeries"	"Sports News"
10651	"The event is the last game of the NLCS championship, where the Detroit Tigers lost to the San Francisco Giants."	"Sports News"
10651	"The Detroit Tigers and San Francisco Giants play in the baseball playoffs."	"Sports News"
10651	"MLB World Series"	"Sports News"
10652	"the game between Giants and Redskins"	"Sports News"
10652	"nfl: Giants, Redskins"	"Sports News"
10652	"Redskins vs. Giants game"	"Sports News"
10652	"redskins and giants game is discussed."	"Sports News"
10654	"sports match is discussed."	"Sports News"
10654	" Tottenham vs. Chelsea "	"Sports News"
10654	"Cahil scores for chelsea against tottenham"	"Sports News"
10654	"Tottenham vs Chelsea "	"Sports News"
10655	"soccer player Gary Cahill"	"Sports News"
10655	"Garry cahill's goal"	"Sports News"
10655	"Gary Cahill and soccer match"	"Sports News"
10657	"The event is a college football game between LSU and Texas A&M. Many tweets refer to the loss by A&M and the players who contributed, specifically the kicker and the quarterback (Manziel.)"	"Sports News"
10657	"NCAA football: LSU vs Texas A&M"	"Sports News"
10657	"LSU vs Texas A&M Football game, Johnny Manziel is involved."	"Sports News"
10658	"Arsenal's defeat"	"Sports News"
10658	"About Arsenal losing to Norwich, mostly comment about Arsenal playing poorly."	"Sports News"
10658	"uk soccer: Arsenal"	"Sports News"
10659	"West Brom scored 1-2 Man City"	"Sports News"
10659	"They duiscuss the football game between Shane long and West Brom"	"Sports News"
10659	"uk soccer:  West Brom "	"Sports News"
10659	"West Brom versus Mancester City "	"Sports News"
10660	"election debate is talked about....."	"Elections"
10660	"presidential debate"	"Elections"
10660	"22 Oct 2012 – Watch Kids React to the Presidential Debates"	"Elections"
10660	"Presidential debate"	"Elections"
10666	"NFL Football: Joe Flacco and Joe Morgan"	"Sports News"
10666	"sports match is discussed. "	"Sports News"
10666	"sports match is discussed. "	"Sports News"
10666	"Tweets about player Joe's performance in the game."	"Miscellaneous News"
10667	"Braxton Miller's health"	"Sports News"
10667	"Braxton Miller, Ohio State's starting quarterback, is taken to the hospital due to an injury in-game."	"Sports News"
10667	"Braxton Miller injured"	"Sports News"
10667	"Braxton Miller injured during game."	"Sports News"
10667	"The tweets discuss Braxton Millers recent injury."	"Sports News"
10671	"Talk about the Patriots and the Jets football game."	"Sports News"
10671	"NFL Patriots vs Jets"	"Sports News"
10671	"sports match is being discussed."	"Sports News"
10682	"Breaking news that the United States and Iran have agreed to enter negotiations regarding Tehran's nuclear program."	"Political and Diplomatic Meetings"
10682	"US and Iran one to one nuclear talk"	"Political and Diplomatic Meetings"
10682	"US and Iran negotiate"	"Political and Diplomatic Meetings"
10682	"Artical or statements concerning the USA and Iran agreement to have a one on one negotiation about nuclear programs."	"Political and Diplomatic Meetings"
10683	"sports match is discussed"	"Sports News"
10683	"Cowboys beating the Redskins in football."	"Sports News"
10683	"sports match is discussed. "	"Sports News"
10686	"Obama vs Romney & presidential debate"	"Elections"
10686	"presidential debate"	"Elections"
10686	"Romney's performance in a 2012 presidential debate."	"Elections"
10686	"presidential elections is discussed."	"Elections"
10686	"2012 debate"	"Political and Diplomatic Meetings"
10689	"PLL is back tomorrow"	"Celebrity and Human Interest News"
10689	"They were discussing about PPL"	"Celebrity and Human Interest News"
10689	"the return of PLL"	"Miscellaneous News"
10694	"Cowboys and panthers game"	"Sports News"
10694	"Cowboys beat Panthers "	"Sports News"
10694	"COWBOY GAME"	"Sports News"
10696	"NFL Football: NY Jets vs NE Patriots"	"Sports News"
10696	"The Jets and Patriots play in an American football game. "	"Sports News"
10696	"Jets and Pats game"	"Sports News"
10697	"2012 Presidential Debate commentary"	"Elections"
10697	"ELECTION 2012"	"Elections"
10697	"presidential election is being discussed."	"Elections"
10697	"During 2012 US presidential debate, candidate Mitt Romney begins a statement with "When I'm president of the United States...""	"Elections"
10699	"yash chopra died"	"Celebrity and Human Interest News"
10699	"RIP Yash Chopra"	"Celebrity and Human Interest News"
10699	"Death of Yash Chopra"	"Celebrity and Human Interest News"
10699	"death of Yash Chopra"	"Celebrity and Human Interest News"
10700	"death of Yash Chopra"	"Celebrity and Human Interest News"
10700	"Yash Chopra, film maker has passed away."	"Celebrity and Human Interest News"
10700	"yash chopra died"	"Celebrity and Human Interest News"
10700	"Death of  Yash Chopra"	"Celebrity and Human Interest News"
10700	"Death of Yash Chopra"	"Celebrity and Human Interest News"
10703	"Us election"	"Elections"
10703	"2012 election"	"Elections"
10703	"2012 ELECTION"	"Elections"
10708	"Patriots win"	"Sports News"
10708	"The event discussed about the Patriots Win."	"Sports News"
10708	"about the Patriots"	"Sports News"
10708	"Patriots Beat Jets 29-26 In Overtime: New England Recovers Mark Sanchez Fumble To Win Game"	"Sports News"
10709	"The release og the new Iron Man 3"	"Celebrity and Human Interest News"
10709	"Tweets about 'The Iron Man 3 trailer'"	"Miscellaneous News"
10709	"about Iron man 3"	"Miscellaneous News"
10719	"world series"	"Sports News"
10719	"World Series 2012"	"Miscellaneous News"
10719	"world series game one"	"Sports News"
10719	"The event is the first World Series game of 2012."	"Sports News"
10722	"Romney and Barack Obama debate foreign policy in a presidential debate."	"Elections"
10722	"about Mitt Romney"	"Celebrity and Human Interest News"
10722	"2012 elections"	"Elections"
10723	"IT IS ABOUT DEBATE CONDUCTED DURING PRESIDENTIAL ELECTION IN US"	"Elections"
10723	"presidential debates"	"Elections"
10723	"about Mitt Romney"	"Celebrity and Human Interest News"
10723	"presidential debate"	"Elections"
10726	"Romney v Obama Presidential Debate"	"Political and Diplomatic Meetings"
10726	"presidential elections is dicussed"	"Elections"
10726	"Obama and Romney debate"	"Elections"
10730	"About SF Gaints"	"Sports News"
10730	"giants in world series"	"Sports News"
10730	"San Francisco Giants advance to World Series."	"Sports News"
10730	"world series"	"Sports News"
10734	"About Celtic and Barcelona"	"Sports News"
10734	"Celtic beats Barcelona "	"Sports News"
10734	"IT IS ABOUT FOOTBALL  WORLD SERIES MATCH ."	"Sports News"
10745	"The iPad Mini (stylized and marketed as iPad mini) is a mini tablet computer designed, developed, and marketed by Apple Inc. It was announced on October 23, 2012"	"Miscellaneous News"
10745	"Apple releases the Ipad Mini"	"Miscellaneous News"
10745	"about apple company"	"Science and Discovery News"
10746	"presidential debate"	"Elections"
10746	"presidential debate"	"Elections"
10746	"Obama vs. Romney Presidential Debate Fact-Check"	"Elections"
10747	"New imac is thin"	"Science and Discovery News"
10747	"The new iMac is extremely thin."	"Miscellaneous News"
10747	"release of new iMac "	"Science and Discovery News"
10755	"Mitt Romney and Barack Obama debate issues in a presidential debate."	"Elections"
10755	"DEBATES DISCUSSION AMERICAN ELECTION"	"Elections"
10755	"2012 election"	"Elections"
10758	"People's vote for peace"	"Elections"
10758	"2012 election"	"Elections"
10758	"about the Romney"	"New Laws"
10758	"Election 2012 - Largely regarding Romney's position on Iraq/Afghan war"	"Elections"
10759	"presidential debate"	"Elections"
10759	"Romney debate against the president"	"Elections"
10759	"ABOUT MITT ROMNEY"	"Elections"
10759	"2012 Presidential debates"	"Elections"
10760	"WORLD SERIES"	"Sports News"
10760	"World Series"	"Miscellaneous News"
10760	"world sereies"	"Sports News"
10764	"about Mitt Romney"	"New Laws"
10764	"Romney and Obama discussion of military spending"	"Political and Diplomatic Meetings"
10764	"Presidential elections is discussed."	"Elections"
10764	"presidential debate"	"Elections"
10767	"presidential debate"	"Elections"
10767	"presidential debate"	"Elections"
10767	"Mitt Romney and Barack Obama debate"	"Elections"
10768	"Debating Points Obama vs. Romney"	"Elections"
10768	"Moderator Bob Schieffer cuts off Mitt Romney during the final debate."	"Elections"
10768	"about Mitt Romney"	"Celebrity and Human Interest News"
10768	"Mitt Romney's talking during the Presidential Debate."	"Elections"
10768	"presidential debate"	"Elections"
10769	"ABOUT MITT ROMNEY"	"Miscellaneous News"
10769	"presidential debate"	"Elections"
10769	"about Mitt Romney"	"Elections"
10770	"Obama and Romney during the Presidential Debate."	"Elections"
10770	"presidential debate"	"Elections"
10770	"Debate between Romney and Obama"	"Elections"
10770	"The political debates between Mitt Romney and Barack Obama. "	"Elections"
10770	"ABOUT MITT ROMNEY"	"Elections"
10772	"DEBATES HELD ON BEHALF OF ELECTION PROCESS IN  AMERICA."	"Elections"
10772	"presidential debate"	"Elections"
10772	"about the Romney"	"Celebrity and Human Interest News"
10774	"DEBATES HELD ON BEHALF OF ELECTION PROCESS IN  AMERICA."	"Elections"
10774	"Airbrushing History"	"Political and Diplomatic Meetings"
10774	"Obama said that Romney was airbrushing history."	"Elections"
10778	"residential debate"	"Elections"
10778	"Debate between Romney and Obama"	"Elections"
10778	"about the America and Obama"	"New Laws"
10779	"Reaction to a speech from President Obama - Possibly an election speech"	"Elections"
10779	"IT IS ABOUT DEBATE CONDUCTED DURING PRESIDENTIAL ELECTION IN AMERICA"	"Elections"
10779	"During the presidential debate, Obama claims America is stronger than when he was first elected"	"Elections"
10779	"Tweets about Obama's speech."	"Miscellaneous News"
10783	"about the Romney"	"Celebrity and Human Interest News"
10783	"2012 DEBATE"	"Political and Diplomatic Meetings"
10783	"presidential debate"	"Elections"
10783	"Barack Obama And Mitt Romney Went Head-To-Head In The Final Presidential Debate romney said not government that makes businesses successful!"	"Elections"
10787	"Debate between Romney and Obama"	"Elections"
10787	"Obama promises that Iran wouldn't get nuclear weapons in a debate"	"Elections"
10787	"about nuclear weapon"	"Miscellaneous News"
10787	"presidential debate"	"Elections"
10788	"Apology tour"	"Miscellaneous News"
10788	"about the apology tour"	"Miscellaneous News"
10788	"The tweets discuss the final debate."	"Elections"
10788	"Obama's so called "Apology Tour"  2012 elections."	"Elections"
10790	"Dortmund and Real Madrid match"	"Sports News"
10790	"Dortmund scores to take the lead, but Real Madrid quickly brings it to a tie."	"Sports News"
10790	"Real Madrid v Dortmund soccer game"	"Sports News"
10794	"Barcelona vs. Celtic soccer match."	"Sports News"
10794	"Match between Celtic and Barcelona"	"Sports News"
10794	"Soccer player Georgios Samaras scores a goal for Barcelona, tying the match at 1-1."	"Sports News"
10796	"The Champions League"	"Sports News"
10796	"champions league"	"Sports News"
10796	"about champion league"	"Sports News"
10797	"Football match between Celtic and Barcelona"	"Sports News"
10797	"Celtics beat Barcelona"	"Sports News"
10797	"Celtic football team beating Barca."	"Sports News"
10806	"about the Celtic"	"Sports News"
10806	"Celtic baseball game"	"Sports News"
10806	"about the celtic"	"Sports News"
10809	"super storm sandy"	"Natural Disaster"
10809	"Hurricane Sandy in the Bahamas"	"Natural Disaster"
10809	"about Hurricane Sandy"	"Natural Disaster"
10810	"Lunch  of  new MacBook Pro which is ipad mini."	"Science and Discovery News"
10810	"Macbook Pro Release"	"Science and Discovery News"
10810	"Thte tweets discuss the release of new Apple products."	"Science and Discovery News"
10814	"ABOUT APPLE IPAD"	"Science and Discovery News"
10814	"Apple announces the new 4th generation iPad."	"Miscellaneous News"
10814	"Apple announced new ipad"	"Miscellaneous News"
10822	"about Duck Dynasty"	"Celebrity and Human Interest News"
10822	"about the Duck Dynasty"	"Miscellaneous News"
10822	"Duck Dynasty is a reality television series on A&E. It shows the lives of the Robertson family"	"Miscellaneous News"
10824	"The World Series is the annual championship series of North American-based Major League Baseball (MLB), played since 1903 between the American League (AL) and National League (NL) champions."	"Sports News"
10824	"world sereies"	"Sports News"
10824	"world series royals"	"Sports News"
10825	"IT IS ABOUT BASEBALL WORLD SERIES MATCH ."	"Sports News"
10825	"Panda and Giants in MLB World Series game"	"Sports News"
10825	"The World Series"	"Sports News"
10825	"world series"	"Sports News"
10825	"SF Giants World Series Run"	"Sports News"
10837	"SFGiants performance in World Series game"	"Sports News"
10837	"IT IS ABOUT BASEBALL WORLD SERIES."	"Sports News"
10837	"world series"	"Sports News"
10837	"The Giants are in the World Series."	"Sports News"
10838	"Donald Trump offered 5 million dollars if President Obama would provide some records. "	"Miscellaneous News"
10838	"Donald Trump's offer of $5 million to charity for Obama's Passport/Academic Records"	"Elections"
10838	"About the Donald Trump"	"Celebrity and Human Interest News"
10838	"Donald Trump asking for college and passport records from Obama"	"Elections"
10846	"about the games"	"Miscellaneous News"
10846	"San Francisco Giants win World Series 4-0"	"Sports News"
10846	"the tweets are about the world series games. World Series is the annual championship series of North American-based Major League Baseball (MLB), played since 1903 between the American League (AL) and National League (NL) champions."	"Sports News"
10846	"SFGiants WorldSeries game on October"	"Sports News"
10846	"world sereies"	"Sports News"
10860	"Manchester won a game."	"Sports News"
10860	"about the Manchester"	"Sports News"
10860	"Manchester United."	"Sports News"
10863	"Colin Powell endorses Obama"	"Political and Diplomatic Meetings"
10863	"Colin Powell Endorses Obama For President ."	"Elections"
10863	"Colin Powell endorses Barack Obama for President of the USA."	"Elections"
10863	"Colin Powell endorsing Obama for President."	"Elections"
10865	"R.I.P. Emanuel Steward"	"Celebrity and Human Interest News"
10865	"Emanuel Steward's death."	"Celebrity and Human Interest News"
10865	"Emanuel Steward, famed boxing trainer, dies at 68 "	"Sports News"
10866	"Lil Wayne was having multiple seizures, possibly due to drug abuse."	"Celebrity and Human Interest News"
10866	"Lil Wayne has revealed that he is taking seizure medication"	"Celebrity and Human Interest News"
10866	"Lil Wayne has suffered another seizure, making this his 2nd one within a 24 hour period"	"Miscellaneous News"
10869	"The tweets discuss a sports event."	"Sports News"
10869	"Florida vs. Georgia"	"Sports News"
10869	"Tweets about a match between florida vs georgia."	"Sports News"
10870	"They discuss Hurricane Sandy with hit the northeast United States at the end of October."	"Natural Disaster"
10870	"about the sandy"	"Natural Disaster"
10870	"super storm sandy"	"Natural Disaster"
10874	"Pitcher Doug Fister was hit by a baseball in the World Series."	"Sports News"
10874	"26 Oct 2012 – Doug Fister takes hard liner off head and loss"	"Sports News"
10874	"WORLD SERIES"	"Sports News"
10883	"about Liverpool "	"Sports News"
10883	"about foot ballmatch between Everton and Liverpool "	"Sports News"
10883	"about the liverpool"	"Sports News"
10884	"Hurricane Sandy hitting the East coast."	"Natural Disaster"
10884	"Thoughts and prayers going out to the East Coast, affected by Hurricane Sandy"	"Natural Disaster"
10884	"East Coast hurricane prayers"	"Natural Disaster"
10884	"The tweets discuss Hurricane Sandy."	"Natural Disaster"
10884	"Super storm Sandy"	"Natural Disaster"
10891	"about Silvio Berlusconi"	"Legal/Criminal Cases"
10891	"Silivio Berlusconi "	"Elections"
10891	"Silivio Berlusconi, a former Italian Prime Minister, was sentenced to four years in jail for tax fraud."	"Legal/Criminal Cases"
10894	"The Notre Dame, Alabama game. "	"Sports News"
10894	"Notre Dame wins"	"Sports News"
10894	"Notre Dame and Alabama, two schools that are rumored to care a little bit about their football teams, will meet Jan. 7 in a BCS national championship"	"Sports News"
10896	"Falcons and Eagles match"	"Sports News"
10896	"The Eagles and the Falcons football game."	"Sports News"
10896	"Falcon and Eagles football game."	"Sports News"
10897	"BCS NATIONAL CHAMPIONSHIP"	"Sports News"
10897	"about Notre Dames"	"Miscellaneous News"
10897	"Notre Dame wins a football game and qualifies for the BCS championship game."	"Sports News"
10899	"Celtics vs Heat game "	"Sports News"
10899	"They discuss about national basketball  association celtics"	"Sports News"
10899	"Most of the Tweets talk about the Heat basketball game, but some talk about the Celtics basketball game."	"Sports News"
10899	"its about a celrics vs heat some kind of discussion about it "	"Celebrity and Human Interest News"
10900	"Arsenal's lucky goal "	"Sports News"
10900	"Tweets about Arsenal team's football match victory."	"Sports News"
10900	"about the arsenal"	"Sports News"
10900	"Talk about Arsenal's play in the soccer game."	"Sports News"
10902	"the natures threat....sandy storm"	"Natural Disaster"
10902	"Prayers for safety in Sandy Storms"	"Natural Disaster"
10902	"super storm sandy"	"Natural Disaster"
10902	"They all discuss about Sandy Storm"	"Natural Disaster"
10909	"Nittanyville was originally known as "Paternoville," in honor of the head coach Joe Paterno."	"Sports News"
10909	"Penn State Game"	"Sports News"
